resp_id,pool_01,pool_02,pool_03,pool_04,pool_05,pool_06,pool_07,pool_08,pool_09,pool_10,pool_11,pool_12,pool_13,pool_14,pool_15,pool_16,pool_17,pool_18,pool_19,pool_20,pool_21,pool_22,pool_23,pool_24,pool_25,pool_26,pool_27,pool_28,pool_29,pool_30,pool_31,pool_32,pool_33,pool_34,pool_35,pool_36
w2021_423,5,6,7,5,5,3,4,7,7,3,4,2,5,6,6,6,3,2,4,5,7,6,5,4,4,7,1,6,5,5,5,5,7,6,7,6
w2021_424,6,7,7,7,4,5,5,6,7,3,6,3,2,3,6,5,4,4,2,3,5,5,6,6,6,6,2,4,6,6,5,4,6,6,6,6
w2021_425,5,3,7,2,3,5,3,7,5,2,3,4,4,5,3,5,6,3,5,5,7,5,6,5,3,7,5,6,5,7,6,5,6,7,7,5
w2021_426,7,7,7,2,4,4,5,7,7,6,7,7,5,7,7,4,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,4,7,7,7,5
w2021_427,6,6,7,4,6,6,3,6,7,5,4,6,6,7,3,2,7,6,7,7,7,7,5,7,4,7,7,6,7,6,6,6,5,6,7,5
w2021_428,4,5,7,6,3,6,5,5,4,3,5,3,3,5,6,7,4,4,5,5,5,5,5,4,4,6,3,4,7,7,4,4,7,6,6,6
w2021_429,6,3,6,2,5,4,6,7,6,2,6,3,4,6,5,7,3,2,4,5,7,6,3,6,2,6,7,7,7,5,7,7,5,5,5,5
w2021_430,6,4,6,4,5,3,3,6,6,4,3,4,5,5,3,3,6,5,6,5,6,6,6,6,5,6,5,6,4,6,6,5,6,6,6,6
w2021_431,7,5,6,5,4,4,5,6,6,3,5,4,5,5,6,6,5,3,5,5,5,5,5,7,5,5,4,7,7,7,5,4,7,5,5,5
w2021_432,6,6,7,5,7,6,4,5,6,4,4,5,5,4,5,6,6,5,3,6,5,6,6,4,4,5,4,4,5,6,5,4,5,5,6,5
w2021_433,7,7,7,1,7,7,7,7,7,7,1,7,7,7,1,1,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7
